,State,Month,Year,Unemployment Rate,Latitude,Longitude,Abbreviation
3179,Montana,January,2013,6.7,46.879682,-110.36256599999999,MT
3180,Montana,December,2012,5.8,46.879682,-110.36256599999999,MT
3181,Montana,November,2012,5.5,46.879682,-110.36256599999999,MT
3182,Montana,October,2012,5.3,46.879682,-110.36256599999999,MT
3183,Montana,September,2012,5.1,46.879682,-110.36256599999999,MT
3184,Montana,August,2012,5.4,46.879682,-110.36256599999999,MT
3185,Montana,July,2012,5.5,46.879682,-110.36256599999999,MT
3186,Montana,June,2012,6.1,46.879682,-110.36256599999999,MT
3187,Montana,May,2012,5.6,46.879682,-110.36256599999999,MT
3188,Montana,April,2012,6.1,46.879682,-110.36256599999999,MT
3189,Montana,March,2012,7.0,46.879682,-110.36256599999999,MT
3190,Montana,February,2012,7.1,46.879682,-110.36256599999999,MT
3191,Montana,January,2012,7.4,46.879682,-110.36256599999999,MT
3192,Montana,December,2011,6.5,46.879682,-110.36256599999999,MT
3193,Montana,November,2011,6.3,46.879682,-110.36256599999999,MT
3194,Montana,October,2011,6.1,46.879682,-110.36256599999999,MT
3195,Montana,September,2011,6.0,46.879682,-110.36256599999999,MT
3196,Montana,August,2011,6.3,46.879682,-110.36256599999999,MT
3197,Montana,July,2011,6.5,46.879682,-110.36256599999999,MT
3198,Montana,June,2011,7.0,46.879682,-110.36256599999999,MT
3199,Montana,May,2011,6.6,46.879682,-110.36256599999999,MT
3200,Montana,April,2011,7.2,46.879682,-110.36256599999999,MT
3201,Montana,March,2011,8.1,46.879682,-110.36256599999999,MT
3202,Montana,February,2011,8.3,46.879682,-110.36256599999999,MT
3203,Montana,January,2011,8.6,46.879682,-110.36256599999999,MT
3204,Montana,December,2010,7.6,46.879682,-110.36256599999999,MT
3205,Montana,November,2010,7.1,46.879682,-110.36256599999999,MT
3206,Montana,October,2010,6.6,46.879682,-110.36256599999999,MT
3207,Montana,September,2010,6.4,46.879682,-110.36256599999999,MT
3208,Montana,August,2010,6.5,46.879682,-110.36256599999999,MT
3209,Montana,July,2010,6.7,46.879682,-110.36256599999999,MT
3210,Montana,June,2010,7.2,46.879682,-110.36256599999999,MT
3211,Montana,May,2010,6.8,46.879682,-110.36256599999999,MT
3212,Montana,April,2010,7.5,46.879682,-110.36256599999999,MT
3213,Montana,March,2010,8.4,46.879682,-110.36256599999999,MT
3214,Montana,February,2010,8.4,46.879682,-110.36256599999999,MT
3215,Montana,January,2010,8.4,46.879682,-110.36256599999999,MT
3216,Montana,December,2009,7.4,46.879682,-110.36256599999999,MT
3217,Montana,November,2009,6.7,46.879682,-110.36256599999999,MT
3218,Montana,October,2009,6.2,46.879682,-110.36256599999999,MT
3219,Montana,September,2009,6.0,46.879682,-110.36256599999999,MT
3220,Montana,August,2009,6.2,46.879682,-110.36256599999999,MT
3221,Montana,July,2009,6.2,46.879682,-110.36256599999999,MT
3222,Montana,June,2009,6.7,46.879682,-110.36256599999999,MT
3223,Montana,May,2009,6.4,46.879682,-110.36256599999999,MT
3224,Montana,April,2009,7.0,46.879682,-110.36256599999999,MT
3225,Montana,March,2009,7.9,46.879682,-110.36256599999999,MT
3226,Montana,February,2009,7.7,46.879682,-110.36256599999999,MT
3227,Montana,January,2009,7.7,46.879682,-110.36256599999999,MT
3228,Montana,December,2008,6.2,46.879682,-110.36256599999999,MT
3229,Montana,November,2008,5.7,46.879682,-110.36256599999999,MT
3230,Montana,October,2008,5.1,46.879682,-110.36256599999999,MT
3231,Montana,September,2008,4.7,46.879682,-110.36256599999999,MT
3232,Montana,August,2008,4.7,46.879682,-110.36256599999999,MT
3233,Montana,July,2008,4.6,46.879682,-110.36256599999999,MT
3234,Montana,June,2008,5.0,46.879682,-110.36256599999999,MT
3235,Montana,May,2008,4.3,46.879682,-110.36256599999999,MT
3236,Montana,April,2008,4.7,46.879682,-110.36256599999999,MT
3237,Montana,March,2008,5.3,46.879682,-110.36256599999999,MT
3238,Montana,February,2008,5.3,46.879682,-110.36256599999999,MT
3239,Montana,January,2008,5.2,46.879682,-110.36256599999999,MT
3240,Nebraska,December,2017,2.7,41.492537,-99.901813,NE
3241,Nebraska,November,2017,2.5,41.492537,-99.901813,NE
3242,Nebraska,October,2017,2.6,41.492537,-99.901813,NE
3243,Nebraska,September,2017,2.7,41.492537,-99.901813,NE
3244,Nebraska,August,2017,2.9,41.492537,-99.901813,NE
3245,Nebraska,July,2017,3.1,41.492537,-99.901813,NE
3246,Nebraska,June,2017,3.1,41.492537,-99.901813,NE
3247,Nebraska,May,2017,2.8,41.492537,-99.901813,NE
3248,Nebraska,April,2017,2.8,41.492537,-99.901813,NE
3249,Nebraska,March,2017,3.0,41.492537,-99.901813,NE
3250,Nebraska,February,2017,3.3,41.492537,-99.901813,NE
3251,Nebraska,January,2017,3.5,41.492537,-99.901813,NE
3252,Nebraska,December,2016,2.9,41.492537,-99.901813,NE
3253,Nebraska,November,2016,2.6,41.492537,-99.901813,NE
3254,Nebraska,October,2016,2.9,41.492537,-99.901813,NE
3255,Nebraska,September,2016,2.9,41.492537,-99.901813,NE
3256,Nebraska,August,2016,3.1,41.492537,-99.901813,NE
3257,Nebraska,July,2016,3.3,41.492537,-99.901813,NE
3258,Nebraska,June,2016,3.3,41.492537,-99.901813,NE
3259,Nebraska,May,2016,2.9,41.492537,-99.901813,NE
3260,Nebraska,April,2016,2.9,41.492537,-99.901813,NE
3261,Nebraska,March,2016,3.2,41.492537,-99.901813,NE
3262,Nebraska,February,2016,3.3,41.492537,-99.901813,NE
3263,Nebraska,January,2016,3.4,41.492537,-99.901813,NE
3264,Nebraska,December,2015,2.8,41.492537,-99.901813,NE
3265,Nebraska,November,2015,2.7,41.492537,-99.901813,NE
3266,Nebraska,October,2015,2.8,41.492537,-99.901813,NE
3267,Nebraska,September,2015,2.8,41.492537,-99.901813,NE
3268,Nebraska,August,2015,3.0,41.492537,-99.901813,NE
3269,Nebraska,July,2015,3.4,41.492537,-99.901813,NE
3270,Nebraska,June,2015,3.3,41.492537,-99.901813,NE
3271,Nebraska,May,2015,2.9,41.492537,-99.901813,NE
3272,Nebraska,April,2015,2.8,41.492537,-99.901813,NE
3273,Nebraska,March,2015,3.1,41.492537,-99.901813,NE
3274,Nebraska,February,2015,3.2,41.492537,-99.901813,NE
3275,Nebraska,January,2015,3.4,41.492537,-99.901813,NE
3276,Nebraska,December,2014,2.8,41.492537,-99.901813,NE
3277,Nebraska,November,2014,2.6,41.492537,-99.901813,NE
3278,Nebraska,October,2014,2.7,41.492537,-99.901813,NE
3279,Nebraska,September,2014,2.9,41.492537,-99.901813,NE
3280,Nebraska,August,2014,3.1,41.492537,-99.901813,NE
3281,Nebraska,July,2014,3.7,41.492537,-99.901813,NE
3282,Nebraska,June,2014,3.5,41.492537,-99.901813,NE
3283,Nebraska,May,2014,3.2,41.492537,-99.901813,NE
3284,Nebraska,April,2014,3.2,41.492537,-99.901813,NE
3285,Nebraska,March,2014,3.9,41.492537,-99.901813,NE
3286,Nebraska,February,2014,3.8,41.492537,-99.901813,NE
3287,Nebraska,January,2014,3.9,41.492537,-99.901813,NE
3288,Nebraska,December,2013,3.4,41.492537,-99.901813,NE
3289,Nebraska,November,2013,3.1,41.492537,-99.901813,NE
3290,Nebraska,October,2013,3.3,41.492537,-99.901813,NE
3291,Nebraska,September,2013,3.4,41.492537,-99.901813,NE
3292,Nebraska,August,2013,3.6,41.492537,-99.901813,NE
3293,Nebraska,July,2013,4.1,41.492537,-99.901813,NE
3294,Nebraska,June,2013,4.1,41.492537,-99.901813,NE
3295,Nebraska,May,2013,3.7,41.492537,-99.901813,NE
3296,Nebraska,April,2013,3.7,41.492537,-99.901813,NE
3297,Nebraska,March,2013,4.0,41.492537,-99.901813,NE
3298,Nebraska,February,2013,4.3,41.492537,-99.901813,NE
3299,Nebraska,January,2013,4.5,41.492537,-99.901813,NE
3300,Nebraska,December,2012,3.9,41.492537,-99.901813,NE
3301,Nebraska,November,2012,3.5,41.492537,-99.901813,NE
3302,Nebraska,October,2012,3.6,41.492537,-99.901813,NE
3303,Nebraska,September,2012,3.7,41.492537,-99.901813,NE
3304,Nebraska,August,2012,3.9,41.492537,-99.901813,NE
3305,Nebraska,July,2012,4.3,41.492537,-99.901813,NE
3306,Nebraska,June,2012,4.2,41.492537,-99.901813,NE
3307,Nebraska,May,2012,3.8,41.492537,-99.901813,NE
3308,Nebraska,April,2012,3.9,41.492537,-99.901813,NE
3309,Nebraska,March,2012,4.3,41.492537,-99.901813,NE
3310,Nebraska,February,2012,4.5,41.492537,-99.901813,NE
3311,Nebraska,January,2012,4.5,41.492537,-99.901813,NE
3312,Nebraska,December,2011,4.2,41.492537,-99.901813,NE
3313,Nebraska,November,2011,3.7,41.492537,-99.901813,NE
3314,Nebraska,October,2011,4.0,41.492537,-99.901813,NE
3315,Nebraska,September,2011,4.1,41.492537,-99.901813,NE
3316,Nebraska,August,2011,4.3,41.492537,-99.901813,NE
3317,Nebraska,July,2011,4.6,41.492537,-99.901813,NE
3318,Nebraska,June,2011,4.7,41.492537,-99.901813,NE
3319,Nebraska,May,2011,4.3,41.492537,-99.901813,NE
3320,Nebraska,April,2011,4.3,41.492537,-99.901813,NE
3321,Nebraska,March,2011,4.8,41.492537,-99.901813,NE
3322,Nebraska,February,2011,4.9,41.492537,-99.901813,NE
3323,Nebraska,January,2011,5.1,41.492537,-99.901813,NE
3324,Nebraska,December,2010,4.3,41.492537,-99.901813,NE
3325,Nebraska,November,2010,4.1,41.492537,-99.901813,NE
3326,Nebraska,October,2010,4.1,41.492537,-99.901813,NE
3327,Nebraska,September,2010,4.2,41.492537,-99.901813,NE
3328,Nebraska,August,2010,4.4,41.492537,-99.901813,NE
3329,Nebraska,July,2010,4.7,41.492537,-99.901813,NE
3330,Nebraska,June,2010,4.9,41.492537,-99.901813,NE
3331,Nebraska,May,2010,4.5,41.492537,-99.901813,NE
3332,Nebraska,April,2010,4.6,41.492537,-99.901813,NE
3333,Nebraska,March,2010,5.2,41.492537,-99.901813,NE
3334,Nebraska,February,2010,5.3,41.492537,-99.901813,NE
3335,Nebraska,January,2010,5.4,41.492537,-99.901813,NE
3336,Nebraska,December,2009,4.7,41.492537,-99.901813,NE
3337,Nebraska,November,2009,4.3,41.492537,-99.901813,NE
3338,Nebraska,October,2009,4.4,41.492537,-99.901813,NE
3339,Nebraska,September,2009,4.6,41.492537,-99.901813,NE
3340,Nebraska,August,2009,4.7,41.492537,-99.901813,NE
3341,Nebraska,July,2009,4.9,41.492537,-99.901813,NE
3342,Nebraska,June,2009,4.8,41.492537,-99.901813,NE
3343,Nebraska,May,2009,4.6,41.492537,-99.901813,NE
3344,Nebraska,April,2009,4.6,41.492537,-99.901813,NE
3345,Nebraska,March,2009,4.7,41.492537,-99.901813,NE
3346,Nebraska,February,2009,4.5,41.492537,-99.901813,NE
3347,Nebraska,January,2009,4.7,41.492537,-99.901813,NE
3348,Nebraska,December,2008,3.7,41.492537,-99.901813,NE
3349,Nebraska,November,2008,3.3,41.492537,-99.901813,NE
3350,Nebraska,October,2008,3.3,41.492537,-99.901813,NE
3351,Nebraska,September,2008,3.2,41.492537,-99.901813,NE
3352,Nebraska,August,2008,3.2,41.492537,-99.901813,NE
3353,Nebraska,July,2008,3.5,41.492537,-99.901813,NE
3354,Nebraska,June,2008,3.5,41.492537,-99.901813,NE
3355,Nebraska,May,2008,3.1,41.492537,-99.901813,NE
3356,Nebraska,April,2008,3.0,41.492537,-99.901813,NE
3357,Nebraska,March,2008,3.3,41.492537,-99.901813,NE
3358,Nebraska,February,2008,3.4,41.492537,-99.901813,NE
3359,Nebraska,January,2008,3.5,41.492537,-99.901813,NE
3360,Nevada,December,2017,4.7,38.802609999999994,-116.419389,NV
3361,Nevada,November,2017,4.6,38.802609999999994,-116.419389,NV
3362,Nevada,October,2017,4.7,38.802609999999994,-116.419389,NV
3363,Nevada,September,2017,4.9,38.802609999999994,-116.419389,NV
3364,Nevada,August,2017,4.9,38.802609999999994,-116.419389,NV
3365,Nevada,July,2017,5.1,38.802609999999994,-116.419389,NV
3366,Nevada,June,2017,5.2,38.802609999999994,-116.419389,NV
3367,Nevada,May,2017,4.9,38.802609999999994,-116.419389,NV
3368,Nevada,April,2017,5.1,38.802609999999994,-116.419389,NV
3369,Nevada,March,2017,5.1,38.802609999999994,-116.419389,NV
3370,Nevada,February,2017,5.3,38.802609999999994,-116.419389,NV
3371,Nevada,January,2017,5.5,38.802609999999994,-116.419389,NV
3372,Nevada,December,2016,5.1,38.802609999999994,-116.419389,NV
3373,Nevada,November,2016,5.1,38.802609999999994,-116.419389,NV
3374,Nevada,October,2016,5.3,38.802609999999994,-116.419389,NV
3375,Nevada,September,2016,5.5,38.802609999999994,-116.419389,NV
3376,Nevada,August,2016,5.5,38.802609999999994,-116.419389,NV
3377,Nevada,July,2016,5.8,38.802609999999994,-116.419389,NV
3378,Nevada,June,2016,5.9,38.802609999999994,-116.419389,NV
3379,Nevada,May,2016,5.6,38.802609999999994,-116.419389,NV
3380,Nevada,April,2016,5.8,38.802609999999994,-116.419389,NV
3381,Nevada,March,2016,6.0,38.802609999999994,-116.419389,NV
3382,Nevada,February,2016,6.1,38.802609999999994,-116.419389,NV
3383,Nevada,January,2016,6.5,38.802609999999994,-116.419389,NV
3384,Nevada,December,2015,6.1,38.802609999999994,-116.419389,NV
3385,Nevada,November,2015,6.2,38.802609999999994,-116.419389,NV
3386,Nevada,October,2015,6.3,38.802609999999994,-116.419389,NV
3387,Nevada,September,2015,6.6,38.802609999999994,-116.419389,NV
3388,Nevada,August,2015,6.7,38.802609999999994,-116.419389,NV
3389,Nevada,July,2015,6.9,38.802609999999994,-116.419389,NV
3390,Nevada,June,2015,6.9,38.802609999999994,-116.419389,NV
3391,Nevada,May,2015,6.6,38.802609999999994,-116.419389,NV
3392,Nevada,April,2015,7.0,38.802609999999994,-116.419389,NV
3393,Nevada,March,2015,6.9,38.802609999999994,-116.419389,NV
3394,Nevada,February,2015,7.2,38.802609999999994,-116.419389,NV
3395,Nevada,January,2015,7.5,38.802609999999994,-116.419389,NV
3396,Nevada,December,2014,7.1,38.802609999999994,-116.419389,NV
3397,Nevada,November,2014,7.3,38.802609999999994,-116.419389,NV
3398,Nevada,October,2014,7.3,38.802609999999994,-116.419389,NV
3399,Nevada,September,2014,7.5,38.802609999999994,-116.419389,NV
3400,Nevada,August,2014,7.7,38.802609999999994,-116.419389,NV
3401,Nevada,July,2014,8.1,38.802609999999994,-116.419389,NV
3402,Nevada,June,2014,8.0,38.802609999999994,-116.419389,NV
3403,Nevada,May,2014,7.9,38.802609999999994,-116.419389,NV
3404,Nevada,April,2014,8.0,38.802609999999994,-116.419389,NV
3405,Nevada,March,2014,8.6,38.802609999999994,-116.419389,NV
3406,Nevada,February,2014,8.6,38.802609999999994,-116.419389,NV
3407,Nevada,January,2014,9.0,38.802609999999994,-116.419389,NV
3408,Nevada,December,2013,8.6,38.802609999999994,-116.419389,NV
3409,Nevada,November,2013,8.7,38.802609999999994,-116.419389,NV
3410,Nevada,October,2013,8.9,38.802609999999994,-116.419389,NV
3411,Nevada,September,2013,9.2,38.802609999999994,-116.419389,NV
3412,Nevada,August,2013,9.4,38.802609999999994,-116.419389,NV
3413,Nevada,July,2013,9.7,38.802609999999994,-116.419389,NV
3414,Nevada,June,2013,9.9,38.802609999999994,-116.419389,NV
3415,Nevada,May,2013,9.7,38.802609999999994,-116.419389,NV
3416,Nevada,April,2013,9.9,38.802609999999994,-116.419389,NV
3417,Nevada,March,2013,10.2,38.802609999999994,-116.419389,NV
3418,Nevada,February,2013,10.4,38.802609999999994,-116.419389,NV
3419,Nevada,January,2013,10.9,38.802609999999994,-116.419389,NV
3420,Nevada,December,2012,10.4,38.802609999999994,-116.419389,NV
3421,Nevada,November,2012,10.3,38.802609999999994,-116.419389,NV
3422,Nevada,October,2012,10.4,38.802609999999994,-116.419389,NV
3423,Nevada,September,2012,10.7,38.802609999999994,-116.419389,NV
3424,Nevada,August,2012,11.0,38.802609999999994,-116.419389,NV
3425,Nevada,July,2012,11.4,38.802609999999994,-116.419389,NV
3426,Nevada,June,2012,11.3,38.802609999999994,-116.419389,NV
3427,Nevada,May,2012,11.2,38.802609999999994,-116.419389,NV
3428,Nevada,April,2012,11.4,38.802609999999994,-116.419389,NV
3429,Nevada,March,2012,11.7,38.802609999999994,-116.419389,NV
3430,Nevada,February,2012,11.9,38.802609999999994,-116.419389,NV
3431,Nevada,January,2012,12.3,38.802609999999994,-116.419389,NV
3432,Nevada,December,2011,12.3,38.802609999999994,-116.419389,NV
3433,Nevada,November,2011,12.3,38.802609999999994,-116.419389,NV
3434,Nevada,October,2011,12.5,38.802609999999994,-116.419389,NV
3435,Nevada,September,2011,12.9,38.802609999999994,-116.419389,NV
3436,Nevada,August,2011,13.1,38.802609999999994,-116.419389,NV
3437,Nevada,July,2011,13.1,38.802609999999994,-116.419389,NV
3438,Nevada,June,2011,13.2,38.802609999999994,-116.419389,NV
3439,Nevada,May,2011,12.9,38.802609999999994,-116.419389,NV
3440,Nevada,April,2011,13.2,38.802609999999994,-116.419389,NV
3441,Nevada,March,2011,13.4,38.802609999999994,-116.419389,NV
3442,Nevada,February,2011,13.6,38.802609999999994,-116.419389,NV
3443,Nevada,January,2011,13.9,38.802609999999994,-116.419389,NV
3444,Nevada,December,2010,13.6,38.802609999999994,-116.419389,NV
3445,Nevada,November,2010,13.6,38.802609999999994,-116.419389,NV
3446,Nevada,October,2010,13.4,38.802609999999994,-116.419389,NV
3447,Nevada,September,2010,13.7,38.802609999999994,-116.419389,NV
3448,Nevada,August,2010,13.5,38.802609999999994,-116.419389,NV
3449,Nevada,July,2010,13.7,38.802609999999994,-116.419389,NV
3450,Nevada,June,2010,13.5,38.802609999999994,-116.419389,NV
3451,Nevada,May,2010,13.3,38.802609999999994,-116.419389,NV
3452,Nevada,April,2010,13.4,38.802609999999994,-116.419389,NV
3453,Nevada,March,2010,13.6,38.802609999999994,-116.419389,NV
3454,Nevada,February,2010,13.5,38.802609999999994,-116.419389,NV
3455,Nevada,January,2010,13.5,38.802609999999994,-116.419389,NV
3456,Nevada,December,2009,12.5,38.802609999999994,-116.419389,NV
3457,Nevada,November,2009,12.1,38.802609999999994,-116.419389,NV
3458,Nevada,October,2009,12.0,38.802609999999994,-116.419389,NV
3459,Nevada,September,2009,12.0,38.802609999999994,-116.419389,NV
3460,Nevada,August,2009,11.7,38.802609999999994,-116.419389,NV
3461,Nevada,July,2009,11.7,38.802609999999994,-116.419389,NV
3462,Nevada,June,2009,11.5,38.802609999999994,-116.419389,NV
3463,Nevada,May,2009,10.8,38.802609999999994,-116.419389,NV
3464,Nevada,April,2009,10.6,38.802609999999994,-116.419389,NV
3465,Nevada,March,2009,10.5,38.802609999999994,-116.419389,NV
3466,Nevada,February,2009,10.2,38.802609999999994,-116.419389,NV
3467,Nevada,January,2009,10.0,38.802609999999994,-116.419389,NV
3468,Nevada,December,2008,9.0,38.802609999999994,-116.419389,NV
3469,Nevada,November,2008,8.2,38.802609999999994,-116.419389,NV
3470,Nevada,October,2008,7.6,38.802609999999994,-116.419389,NV
3471,Nevada,September,2008,7.2,38.802609999999994,-116.419389,NV
3472,Nevada,August,2008,7.0,38.802609999999994,-116.419389,NV
3473,Nevada,July,2008,6.7,38.802609999999994,-116.419389,NV
3474,Nevada,June,2008,6.4,38.802609999999994,-116.419389,NV
3475,Nevada,May,2008,5.8,38.802609999999994,-116.419389,NV
3476,Nevada,April,2008,5.8,38.802609999999994,-116.419389,NV
3477,Nevada,March,2008,5.6,38.802609999999994,-116.419389,NV
3478,Nevada,February,2008,5.6,38.802609999999994,-116.419389,NV
3479,Nevada,January,2008,5.6,38.802609999999994,-116.419389,NV
3480,New Hampshire,December,2017,2.4,43.193852,-71.572395,NH
3481,New Hampshire,November,2017,2.4,43.193852,-71.572395,NH
3482,New Hampshire,October,2017,2.3,43.193852,-71.572395,NH
3483,New Hampshire,September,2017,2.5,43.193852,-71.572395,NH
3484,New Hampshire,August,2017,2.6,43.193852,-71.572395,NH
3485,New Hampshire,July,2017,2.6,43.193852,-71.572395,NH
3486,New Hampshire,June,2017,2.6,43.193852,-71.572395,NH
3487,New Hampshire,May,2017,2.6,43.193852,-71.572395,NH
3488,New Hampshire,April,2017,2.7,43.193852,-71.572395,NH
3489,New Hampshire,March,2017,3.2,43.193852,-71.572395,NH
3490,New Hampshire,February,2017,3.3,43.193852,-71.572395,NH
3491,New Hampshire,January,2017,3.3,43.193852,-71.572395,NH
3492,New Hampshire,December,2016,2.6,43.193852,-71.572395,NH
3493,New Hampshire,November,2016,2.6,43.193852,-71.572395,NH
3494,New Hampshire,October,2016,2.4,43.193852,-71.572395,NH
3495,New Hampshire,September,2016,2.6,43.193852,-71.572395,NH
3496,New Hampshire,August,2016,2.8,43.193852,-71.572395,NH
3497,New Hampshire,July,2016,2.8,43.193852,-71.572395,NH
3498,New Hampshire,June,2016,2.8,43.193852,-71.572395,NH
3499,New Hampshire,May,2016,2.7,43.193852,-71.572395,NH
3500,New Hampshire,April,2016,2.8,43.193852,-71.572395,NH
3501,New Hampshire,March,2016,3.3,43.193852,-71.572395,NH
3502,New Hampshire,February,2016,3.4,43.193852,-71.572395,NH
3503,New Hampshire,January,2016,3.4,43.193852,-71.572395,NH
3504,New Hampshire,December,2015,2.7,43.193852,-71.572395,NH
3505,New Hampshire,November,2015,2.8,43.193852,-71.572395,NH
3506,New Hampshire,October,2015,2.7,43.193852,-71.572395,NH
3507,New Hampshire,September,2015,2.9,43.193852,-71.572395,NH
3508,New Hampshire,August,2015,3.1,43.193852,-71.572395,NH
3509,New Hampshire,July,2015,3.3,43.193852,-71.572395,NH
3510,New Hampshire,June,2015,3.3,43.193852,-71.572395,NH
3511,New Hampshire,May,2015,3.4,43.193852,-71.572395,NH
3512,New Hampshire,April,2015,3.5,43.193852,-71.572395,NH
3513,New Hampshire,March,2015,4.0,43.193852,-71.572395,NH
3514,New Hampshire,February,2015,4.3,43.193852,-71.572395,NH
3515,New Hampshire,January,2015,4.3,43.193852,-71.572395,NH
3516,New Hampshire,December,2014,3.6,43.193852,-71.572395,NH
3517,New Hampshire,November,2014,3.8,43.193852,-71.572395,NH
3518,New Hampshire,October,2014,3.6,43.193852,-71.572395,NH
3519,New Hampshire,September,2014,3.8,43.193852,-71.572395,NH
3520,New Hampshire,August,2014,4.1,43.193852,-71.572395,NH
3521,New Hampshire,July,2014,4.2,43.193852,-71.572395,NH
3522,New Hampshire,June,2014,4.2,43.193852,-71.572395,NH
3523,New Hampshire,May,2014,4.3,43.193852,-71.572395,NH
3524,New Hampshire,April,2014,4.4,43.193852,-71.572395,NH
3525,New Hampshire,March,2014,5.0,43.193852,-71.572395,NH
3526,New Hampshire,February,2014,5.1,43.193852,-71.572395,NH
3527,New Hampshire,January,2014,5.2,43.193852,-71.572395,NH
3528,New Hampshire,December,2013,4.5,43.193852,-71.572395,NH
3529,New Hampshire,November,2013,4.7,43.193852,-71.572395,NH
3530,New Hampshire,October,2013,4.6,43.193852,-71.572395,NH
3531,New Hampshire,September,2013,4.7,43.193852,-71.572395,NH
3532,New Hampshire,August,2013,4.8,43.193852,-71.572395,NH
3533,New Hampshire,July,2013,4.9,43.193852,-71.572395,NH
3534,New Hampshire,June,2013,5.0,43.193852,-71.572395,NH
3535,New Hampshire,May,2013,4.9,43.193852,-71.572395,NH
3536,New Hampshire,April,2013,5.2,43.193852,-71.572395,NH
3537,New Hampshire,March,2013,5.7,43.193852,-71.572395,NH
3538,New Hampshire,February,2013,6.0,43.193852,-71.572395,NH
3539,New Hampshire,January,2013,6.1,43.193852,-71.572395,NH
3540,New Hampshire,December,2012,5.3,43.193852,-71.572395,NH
3541,New Hampshire,November,2012,5.3,43.193852,-71.572395,NH
3542,New Hampshire,October,2012,5.2,43.193852,-71.572395,NH
3543,New Hampshire,September,2012,5.3,43.193852,-71.572395,NH
3544,New Hampshire,August,2012,5.4,43.193852,-71.572395,NH
3545,New Hampshire,July,2012,5.5,43.193852,-71.572395,NH
3546,New Hampshire,June,2012,5.5,43.193852,-71.572395,NH
3547,New Hampshire,May,2012,5.3,43.193852,-71.572395,NH
3548,New Hampshire,April,2012,5.3,43.193852,-71.572395,NH
3549,New Hampshire,March,2012,5.8,43.193852,-71.572395,NH
3550,New Hampshire,February,2012,6.1,43.193852,-71.572395,NH
3551,New Hampshire,January,2012,6.0,43.193852,-71.572395,NH
3552,New Hampshire,December,2011,5.2,43.193852,-71.572395,NH
3553,New Hampshire,November,2011,5.2,43.193852,-71.572395,NH
3554,New Hampshire,October,2011,5.1,43.193852,-71.572395,NH
3555,New Hampshire,September,2011,5.2,43.193852,-71.572395,NH
3556,New Hampshire,August,2011,5.4,43.193852,-71.572395,NH
3557,New Hampshire,July,2011,5.3,43.193852,-71.572395,NH
3558,New Hampshire,June,2011,5.4,43.193852,-71.572395,NH
3559,New Hampshire,May,2011,5.1,43.193852,-71.572395,NH
3560,New Hampshire,April,2011,5.2,43.193852,-71.572395,NH
3561,New Hampshire,March,2011,5.7,43.193852,-71.572395,NH
3562,New Hampshire,February,2011,5.9,43.193852,-71.572395,NH
3563,New Hampshire,January,2011,6.0,43.193852,-71.572395,NH
3564,New Hampshire,December,2010,5.3,43.193852,-71.572395,NH
3565,New Hampshire,November,2010,5.3,43.193852,-71.572395,NH
3566,New Hampshire,October,2010,5.2,43.193852,-71.572395,NH
3567,New Hampshire,September,2010,5.3,43.193852,-71.572395,NH
3568,New Hampshire,August,2010,5.5,43.193852,-71.572395,NH
3569,New Hampshire,July,2010,5.6,43.193852,-71.572395,NH
3570,New Hampshire,June,2010,5.7,43.193852,-71.572395,NH
3571,New Hampshire,May,2010,5.6,43.193852,-71.572395,NH
3572,New Hampshire,April,2010,5.9,43.193852,-71.572395,NH
3573,New Hampshire,March,2010,6.7,43.193852,-71.572395,NH
3574,New Hampshire,February,2010,6.9,43.193852,-71.572395,NH
3575,New Hampshire,January,2010,7.0,43.193852,-71.572395,NH
3576,New Hampshire,December,2009,6.0,43.193852,-71.572395,NH
3577,New Hampshire,November,2009,6.0,43.193852,-71.572395,NH
3578,New Hampshire,October,2009,5.8,43.193852,-71.572395,NH
3579,New Hampshire,September,2009,6.1,43.193852,-71.572395,NH
3580,New Hampshire,August,2009,6.2,43.193852,-71.572395,NH
3581,New Hampshire,July,2009,6.3,43.193852,-71.572395,NH
3582,New Hampshire,June,2009,6.5,43.193852,-71.572395,NH
3583,New Hampshire,May,2009,6.4,43.193852,-71.572395,NH
3584,New Hampshire,April,2009,6.5,43.193852,-71.572395,NH
3585,New Hampshire,March,2009,6.7,43.193852,-71.572395,NH
3586,New Hampshire,February,2009,6.3,43.193852,-71.572395,NH
3587,New Hampshire,January,2009,5.9,43.193852,-71.572395,NH
3588,New Hampshire,December,2008,4.5,43.193852,-71.572395,NH
3589,New Hampshire,November,2008,4.0,43.193852,-71.572395,NH
3590,New Hampshire,October,2008,3.5,43.193852,-71.572395,NH
3591,New Hampshire,September,2008,3.6,43.193852,-71.572395,NH
3592,New Hampshire,August,2008,3.7,43.193852,-71.572395,NH
3593,New Hampshire,July,2008,3.6,43.193852,-71.572395,NH
3594,New Hampshire,June,2008,3.6,43.193852,-71.572395,NH
3595,New Hampshire,May,2008,3.5,43.193852,-71.572395,NH
3596,New Hampshire,April,2008,3.7,43.193852,-71.572395,NH
3597,New Hampshire,March,2008,4.2,43.193852,-71.572395,NH
3598,New Hampshire,February,2008,4.2,43.193852,-71.572395,NH
3599,New Hampshire,January,2008,4.1,43.193852,-71.572395,NH
3600,New Jersey,December,2017,4.1,40.058324,-74.405661,NJ
3601,New Jersey,November,2017,4.3,40.058324,-74.405661,NJ
